edh_person_id,name,praenomen,nomen,cognomen,supernomen,gender,age,tribus,status,religion,occupation,edh_inscription_id,inscription_text,inscription_type,not_before,not_after,origo,origo_clean,auto_origo_geo,origo_pleiades_id,origo_pleiades_name,origo_certainty,manual_check_certainty,manual_check_notes,origo_geo_source_url,origo_geometry,findspot_name,findspot_ancient,findspot_modern,findspot_geometry,X1BCE,X1CE,X2CE,X3CE,X4CE,X5CE,X__index_level_0__,origo_line
HD008584/5,Numitoria C.l. Philumina natione Prugia,NA,Numitoria,Philumina,NA,female,NA,NA,freedmen / freedwomen,NA,NA,HD008584,Caio Caesare dictatore iterum Marco Antonio magistro equitum sepulcri ocus emptus de Quinto Modio Luci filio Quirina in fronte pedes XXIIII in agrum pedes XXIIII Caius Numitorius Cai libertus Nicanor nationi Thebaeus medicus ocularius Numitoria Cai liberta Philumina natione Prugia Caius Numitorius Cai libertus Stabilio natione verna Publius Opitreius Cai libertus Butas nationi Smurnaeus fundamentum posuerunt in suo sepulcro sepelita est Numitoria Cai liberta Erotis natione Punica Quintus Numitorius Cai libertus Isio ibei sepultus est,epitaph,-47,NA,natione Prugia,Prugia,FALSE,511362,Phrygia,uncertain (another good variant exists),,,https://pleiades.stoa.org/places/609502,POINT (28.2489218266 40.2584891463),"Porta Latina, bei",Roma,Roma,POINT (12.4823 41.8955),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,313,"c(28.2489218266, 12.4823, 40.2584891463, 41.8955)"
HD008584/6,C. Numitorius C.l. Stabilio natione verna,C.,Numitorius,Stabilio,NA,male,NA,NA,freedmen / freedwomen,NA,NA,HD008584,Caio Caesare dictatore iterum Marco Antonio magistro equitum sepulcri ocus emptus de Quinto Modio Luci filio Quirina in fronte pedes XXIIII in agrum pedes XXIIII Caius Numitorius Cai libertus Nicanor nationi Thebaeus medicus ocularius Numitoria Cai liberta Philumina natione Prugia Caius Numitorius Cai libertus Stabilio natione verna Publius Opitreius Cai libertus Butas nationi Smurnaeus fundamentum posuerunt in suo sepulcro sepelita est Numitoria Cai liberta Erotis natione Punica Quintus Numitorius Cai libertus Isio ibei sepultus est,epitaph,-47,NA,natione verna,,FALSE,167964,Vernas,wild guess,,,nan,POINT (5.281057 45.776152),"Porta Latina, bei",Roma,Roma,POINT (12.4823 41.8955),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,314,"c(5.281057, 12.4823, 45.776152, 41.8955)"
HD008584/7,P. Opitreius C.l. Butas nationi(!) Smurnaeus,P.,Opitreius,Butas,NA,male,NA,NA,freedmen / freedwomen,NA,NA,HD008584,Caio Caesare dictatore iterum Marco Antonio magistro equitum sepulcri ocus emptus de Quinto Modio Luci filio Quirina in fronte pedes XXIIII in agrum pedes XXIIII Caius Numitorius Cai libertus Nicanor nationi Thebaeus medicus ocularius Numitoria Cai liberta Philumina natione Prugia Caius Numitorius Cai libertus Stabilio natione verna Publius Opitreius Cai libertus Butas nationi Smurnaeus fundamentum posuerunt in suo sepulcro sepelita est Numitoria Cai liberta Erotis natione Punica Quintus Numitorius Cai libertus Isio ibei sepultus est,epitaph,-47,NA,nationi (= natione) Smurnaeus,Smurnaeus,FALSE,550893,Smyrna/Eurydikeia,certain,,,nan,POINT (27.141387 38.41719605),"Porta Latina, bei",Roma,Roma,POINT (12.4823 41.8955),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,315,"c(27.141387, 12.4823, 38.41719605, 41.8955)"
HD008584/8,Numitoria C.l. Erotis natio. Punica,NA,Numitoria,Erotis,NA,female,NA,NA,freedmen / freedwomen,NA,NA,HD008584,Caio Caesare dictatore iterum Marco Antonio magistro equitum sepulcri ocus emptus de Quinto Modio Luci filio Quirina in fronte pedes XXIIII in agrum pedes XXIIII Caius Numitorius Cai libertus Nicanor nationi Thebaeus medicus ocularius Numitoria Cai liberta Philumina natione Prugia Caius Numitorius Cai libertus Stabilio natione verna Publius Opitreius Cai libertus Butas nationi Smurnaeus fundamentum posuerunt in suo sepulcro sepelita est Numitoria Cai liberta Erotis natione Punica Quintus Numitorius Cai libertus Isio ibei sepultus est,epitaph,-47,NA,natione* Punica,Punica,FALSE,433010,Panapio/Punicum,uncertain (another good variant exists),,,https://pleiades.stoa.org/places/207345,POINT (11.854427 42.034335),"Porta Latina, bei",Roma,Roma,POINT (12.4823 41.8955),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,316,"c(11.854427, 12.4823, 42.034335, 41.8955)"
HD008687/1,P. Numerius Martialis Astigitanus,P.,Numerius,Martialis,NA,NA,NA,NA,Augustales,"names of pagan deitiescult functions, pagan",NA,HD008687,Publius Numerius Martialis Astigitanus seviralis signum Panthei testamento fieri poni que ex argenti libris C sine ulla deductione iussit,votive inscription,101,150,Astigitanus,Astigi,FALSE,255996,Astigi/Col. Augusta Firma,certain,,,nan,POINT (-5.079949 37.540932),"S. Francisco, Kloster, sekundär verwendet",Astigi,Écija,POINT (-5.0826 37.5422),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,317,"c(-5.079949, -5.0826, 37.540932, 37.5422)"
HD008805/1,P. Domatius P.f. Ter. Citio,P.,Domatius,NA,NA,male,NA,Teretina,NA,NA,data available,HD008805,Publius Domatius Publi filius Teretina Citio negotiator hic situs est et Domatiae Publi libertae Vimpiae coniugi eius Publius Domatius Peregrinus parentibus posuit,epitaph,1,70,Citio,Citio,FALSE,707534,Kition,uncertain (another good variant exists),,,123082,POINT (33.6319814122 34.9211821039),Unterpetersdorf,Savaria,Horitschon,POINT (16.5822 47.5909),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,318,"c(33.6319814122, 16.5822, 34.9211821039, 47.5909)"
HD008844/1,Q. Pompeius Q. Aniensis Foro Iuli. Burrus,Q.,Pompeius,Burrus,NA,male,50,Aniensis,military personnel,NA,NA,HD008844,Quintus Pompeius Quinti Aniensis Foro Iulii Burrus miles ex legione XV annorum L stipendiorum XX hic situs est heres faciendum curavit,epitaph,51,70,Foro Iulii*,Foro Iuli,FALSE,157836,Col. Forum Iulii,uncertain (another good variant exists),,,https://pleiades.stoa.org/places/187386,POINT (6.7360345 43.4328295),Luxemburger Straße,Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9234 50.9117),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,319,"c(6.7360345, 6.9234, 43.4328295, 50.9117)"
HD008936/1,P. Mari. Mariani filio Calpurniano Oret.,P.,Marius*,Calpurnianus,NA,male,18,NA,NA,NA,NA,HD008936,Publio Mario Mariani filio Calpurniano Orretano defuncto annorum XVIII Marius Marianus communi adfectione Mariae Calpurniae uxoris et matris recepto in clientelam civium Aesonensium et liberalibus studiis erudito impetrato loco ex decreto ordinis statua equestri memoriam piaetatis honoravit datis que sportulis dedicavit,honorific inscription,151,230,Orretano*,Orretano,FALSE,265989,Oretania/Oretani,wild guess,,,nan,POINT (-3.68840355517 38.6378190925),Pfarrkirche,Aeso,Isona,POINT (1.0462 42.1176),FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,320,"c(-3.68840355517, 1.0462, 38.6378190925, 42.1176)"
HD008945/1,[- Matu?]rius M. [f. Cl. Fus?]cus Cem.,[-],Maturius?+,Fuscus?+,NA,male,36,Claudia,military personnel,NA,NA,HD008945,Dis Manibus Maturius Marci filius Claudia Fuscus Cemeneli annorum XXXVI heres faciundum curavit stipendiorum XVI beneficiarius legati,epitaph,71,400,Cemeneli*,Cemenelum,FALSE,157834,Cemenelum,certain,,,nan,POINT (7.2758295 43.7194725),"Caerleon, Isca Road, bei",Isca Silurum,Caerleon,POINT (-2.9465 51.6055),FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,321,"c(7.2758295, -2.9465, 43.7194725, 51.6055)"
HD009233/6,M. Ulpio Peronis [f. F]rontoni Batav.,M.,Ulpius,Fronto+,NA,male,NA,NA,military personnel,NA,NA,HD009233,Imperator Caesar divi Nervae filius Nerva Traianus Augustus Germanicus Dacicus pontifex maximus tribunicia postestate XVIII imperator VI consul VI pater patriae equitibus et peditibus qui militaverunt in alis quin que et cohortibus duabus quae appellantur I Cannenefatium et I Thracum veterana et I Aravacorum et I Hispanorum et I Bosboranorum et I Batavorum miliaria civium Romanorum pia fidelis et V Callaecorum Lucensium civium Romanorum quae sunt in Pannonia superiore sub Lucio Minicio Natale quinis et vicenis pluribusve stipendiis emeritis dimissis honesta missione quorum nomina subscripta sunt ipsis liberis posteris que eorum civitatem dedit et conubium cum uxoribus quas tunc habuissent cum est civitas iis data aut si qui caelibes essent cum iis quas postea duxissent dumtaxat singuli singulas ante diem XVII Kalendas Ianuarias Cnaeo Cornelio Urbico Tito Sempronio Rufo consulibus cohortis I Batavorum miliariae civium Romanorum piae fidelis cui praeest Tullius Secundus ex pedite Marco Ulpio Peronis filio Frontoni Batavo et Mattuae Silvani filiae uxori eius Batavae et Vagatrae filiae eius et Sureiae filiae eius et Satae filiae eius descriptum et recognitum ex tabula aenea quae fixa est Romae Imperator Caesar divi Nervae filius Nerva Traianus Augustus Germanicus Dacicus pontifex maximus tribunicia potestate XVIII imperator VI consul VI pater patriae equitibus et peditibus qui militaverunt in alis et cohortibus duabus quae appellantur veterana et I Aravacorum et et I Bosboranorum et I Batavorum miliaria civium Romanorum pia fidelis et V Callaecorum Lucensium civium Romanorum quae sunt in Pannonia superiore sub Lucio Minicio Natale quinis et vicenis pluribusve stipendiis emeritis dimissis honesta missione quorum nomina subscripta sunt ipsis liberis posteris que eorum civitatem dedit et conubium cum uxoribus quas tunc habuissent cum est civitas iis data aut si qui caelibes essent cum iis quas postea duxissent dumtaxat singuli singulas ante diem XVII Kalendas Ianuarias Cnaeo Cornelio Urbico Tito Sempronio Rufo consulibus cohortis I Batavorum miliariae civium Romanorum piae fidelis cui praeest Tullius Secundus ex pedite Marco Ulpio Peronis filio Frontonis Batavo et Mattuae Silvani filiae uxori eius Batavae et Vagatrae filiae eius et Sureiae filiae eius et Satae filiae eius descriptum et recognitum ex tabula aenea quae fixa est Romae Tiberi Iuli Urbani Luci Pulli Verecundi Publi Atini Amerimni Hermetis Trophimi Quinti Apidi Thalli Cai Iuli Parati,military diploma,113,NA,Batavus*,Batavia,FALSE,118590,Batavi,certain,,,nan,POINT (13.463921 48.573506),Bismarckplatz,Castra Regina,Regensburg,POINT (12.0956 49.015),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,322,"c(13.463921, 12.0956, 48.573506, 49.015)"
HD009233/8,Mattuae Silvani [fi]l. Batav.,NA,NA,Mattua,NA,female,NA,NA,NA,NA,NA,HD009233,Imperator Caesar divi Nervae filius Nerva Traianus Augustus Germanicus Dacicus pontifex maximus tribunicia postestate XVIII imperator VI consul VI pater patriae equitibus et peditibus qui militaverunt in alis quin que et cohortibus duabus quae appellantur I Cannenefatium et I Thracum veterana et I Aravacorum et I Hispanorum et I Bosboranorum et I Batavorum miliaria civium Romanorum pia fidelis et V Callaecorum Lucensium civium Romanorum quae sunt in Pannonia superiore sub Lucio Minicio Natale quinis et vicenis pluribusve stipendiis emeritis dimissis honesta missione quorum nomina subscripta sunt ipsis liberis posteris que eorum civitatem dedit et conubium cum uxoribus quas tunc habuissent cum est civitas iis data aut si qui caelibes essent cum iis quas postea duxissent dumtaxat singuli singulas ante diem XVII Kalendas Ianuarias Cnaeo Cornelio Urbico Tito Sempronio Rufo consulibus cohortis I Batavorum miliariae civium Romanorum piae fidelis cui praeest Tullius Secundus ex pedite Marco Ulpio Peronis filio Frontoni Batavo et Mattuae Silvani filiae uxori eius Batavae et Vagatrae filiae eius et Sureiae filiae eius et Satae filiae eius descriptum et recognitum ex tabula aenea quae fixa est Romae Imperator Caesar divi Nervae filius Nerva Traianus Augustus Germanicus Dacicus pontifex maximus tribunicia potestate XVIII imperator VI consul VI pater patriae equitibus et peditibus qui militaverunt in alis et cohortibus duabus quae appellantur veterana et I Aravacorum et et I Bosboranorum et I Batavorum miliaria civium Romanorum pia fidelis et V Callaecorum Lucensium civium Romanorum quae sunt in Pannonia superiore sub Lucio Minicio Natale quinis et vicenis pluribusve stipendiis emeritis dimissis honesta missione quorum nomina subscripta sunt ipsis liberis posteris que eorum civitatem dedit et conubium cum uxoribus quas tunc habuissent cum est civitas iis data aut si qui caelibes essent cum iis quas postea duxissent dumtaxat singuli singulas ante diem XVII Kalendas Ianuarias Cnaeo Cornelio Urbico Tito Sempronio Rufo consulibus cohortis I Batavorum miliariae civium Romanorum piae fidelis cui praeest Tullius Secundus ex pedite Marco Ulpio Peronis filio Frontonis Batavo et Mattuae Silvani filiae uxori eius Batavae et Vagatrae filiae eius et Sureiae filiae eius et Satae filiae eius descriptum et recognitum ex tabula aenea quae fixa est Romae Tiberi Iuli Urbani Luci Pulli Verecundi Publi Atini Amerimni Hermetis Trophimi Quinti Apidi Thalli Cai Iuli Parati,military diploma,113,NA,Batava*,Batavia,FALSE,118590,Batavi,certain,,,nan,POINT (13.463921 48.573506),Bismarckplatz,Castra Regina,Regensburg,POINT (12.0956 49.015),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,323,"c(13.463921, 12.0956, 48.573506, 49.015)"
HD009235/1,Festi,NA,NA,Festus,NA,male,NA,NA,NA,NA,NA,HD009235,noverat unum at et pia nutrix coepit et unus a fiant mater habebit Sum genere Macedon set in arvis Baeticae partus quintus post decimum revolutus fugerat annus et iam iam que viro toga se sociare parabat deficiunt fata totus labor excidit hora hic ego sum positus festus de nomine Festi,epitaph,171,230,Macedon,Macedonia,FALSE,981531,Macedonia (Roman province),certain,,,nan,POINT (22.5 42.5),NULL,Corduba,Córdoba,POINT (-4.7667 37.8833),FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,324,"c(22.5, -4.7667, 42.5, 37.8833)"
HD009260/1,S. Sacretio Prisco Q. Sol.,Sex.?,Sacretius,Priscus,NA,male,26,NA,NA,NA,NA,HD009260,Dis Manibus positum Sexto Sacretio Prisco Quirina Solva genero pientissimo annorum XXVI et Capitoniae Iuliae filiae pientissimae annorum XX Iustinus Similis et Capitonia Ingenuina coniux,epitaph,171,230,Solva*,Solva,TRUE,197519,Solva,certain,,,nan,POINT (18.7392875 47.795813),Lebing,Flavia Solva,Eichberg,POINT (15.9655 47.3982),FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,325,"c(18.7392875, 15.9655, 47.795813, 47.3982)"
HD009316/1,Aemilia Paterna Aeson.,NA,Aemilia,Paterna,NA,female,NA,NA,NA,"names of pagan deitiescult functions, pagan",NA,HD009316,Victoriae Augustae Aemilia Paterna Aesonensis flaminica perpetua provinciae Hispaniae citerioris,NULL,71,130,Aesonensis*,Aesonensis,FALSE,246147,Aeso,uncertain (name could be interpreted differently),,,nan,POINT (1.0440565 42.117837),NULL,Aeso,Isona,POINT (1.0462 42.1176),FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,326,"c(1.0440565, 1.0462, 42.117837, 42.1176)"
HD009419/1,Î£abidas(?) Hutri,NA,NA,Î£abidas?,NA,male,NA,NA,NA,names of pagan deities,NA,HD009419,Iuppiter Maximus Σabidas Hutri votum solvit libens merito,votive inscription,151,250,Hutri?,Hutri,FALSE,217033,Utus,wild guess,,,nan,POINT (24.728167 43.641651),"Jac, Lager",Porolissum,Creaca,POINT (23.1577 47.1795),FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,327,"c(24.728167, 23.1577, 43.641651, 47.1795)"
HD009433/1,Caeno [---] f. domo Ta[-]ncia Norbana,NA,NA,Caeno,NA,male,40,NA,military personnel,NA,NA,HD009433,Caeno I filius centurio cohortis Hispanorum domo Ta ncia Norbana annorum XL stipendiorum IIII hic situs est Cundigus Boeli filius heres posuit,epitaph,31,70,domo Ta[-]ncia Norbana,Ta[-]ncia Norbana,FALSE,442691,Norba,certain,,,nan,POINT (17.11590245 40.96706605),"Alte Zürcherstrasse, bei, Nekropole",Vindonissa,Brugg,POINT (8.2085 47.4824),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,329,"c(17.11590245, 8.2085, 40.96706605, 47.4824)"
HD009440/2,M. Val. M. Val. Mucacenti fil. Quir. Flavianus domo Cirta,M.,Valerius*,Flavianus,NA,male,NA,Quirina,equestrian order,names of pagan deities,NA,HD009440,Marti Victori legionis I Italicae Antoninianae pro salute Imperatoris Caesaris Marci Aureli Antonini Pii Felicis Augusti divi Antonini fili Marcus Valerius Marci Valeri Mucacenti filius Quirina Flavianus domo Cirta primus pilus ex equite Romano Aquilae dono dedit,votive inscription,218,222,domo Cirta,Cirta,TRUE,305064,Cirta/Constantina,certain,,,nan,POINT (6.61330266667 36.3681146667),"Lager, principia, Innenhof",Novae,Svištov,POINT (25.3945 43.613),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,330,"c(6.61330266667, 25.3945, 36.3681146667, 43.613)"
HD009445/1,C. Iul. C.f. Quir. Pintam[o] domo ex Hisp. citerio[re] Augusta Brac.,C.,Iulius*,Pintamus+,NA,male,NA,Quirina,"decurial order, higher local offices",NA,NA,HD009445,Dis Manibus Caio Iulio Cai filio Quirina Pintamo domo ex Hispania citeriore Augusta Bracara veterano ex decurione alae decurioni municipii Aeli Anto Clementia Pompeia uxor eius marito optimo et sibi viva fecit,epitaph,131,230,domo ex Hispania* citeriore+ Augusta Bracara*,Hispania citeriore Augusta Bracara,FALSE,236377,Bracara Augusta,certain,,,nan,POINT (-8.424973 41.550875),"S. Alto, Kirche, sekundär verwendet",NULL,Leutstetten,POINT (11.367 48.0291),FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,331,"c(-8.424973, 11.367, 41.550875, 48.0291)"
HD009484/1,[---] P[r]imitivo Savariae,[-]?,[---],Primitivus+,NA,male,NA,NA,"Augustales; decurial order, higher local offices",NA,NA,HD009484,Primitivo Savariae Augustali cum ornamentis decurionatus et Iuliae Primo et Flavino et Restituto ndum inchoavit faciendum curaverunt,epitaph,171,230,Savariae,Savaria,TRUE,197498,Savaria,certain,,,nan,POINT (16.62192 47.235142),"Óbuda, Bécsi út 170-172",Aquincum,Budapest,POINT (19.0287 47.5489),FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,332,"c(16.62192, 19.0287, 47.235142, 47.5489)"
HD009511/1,[--- civ?]es(!) [Surus?] ex c[i]vitate [Seleu]cia Zeug.,[-],[---],[---],NA,male,NA,NA,NA,NA,NA,HD009511,cives Surus ex civitate Seleucia Zeugma votum solvit libens merito no II et consulibus,votive inscription,201,300,cives+? (= civis+?) Surus+*? ex civitate+ Seleucia+ Zeugma*,Surus  Seleucia Zeugma,FALSE,658636,Zeugma,certain,,,nan,POINT (37.86983 37.058156),Rákóczi Ferenc út 14,Savaria,Szombathely,POINT (16.623 47.2281),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,333,"c(37.86983, 16.623, 37.058156, 47.2281)"
HD009598/1,L. Naevius Ter.f. Rufus Medi.,L.,Naevius,Rufus,NA,male,75,NA,military personnel,NA,NA,HD009598,Lucius Naevius Terti filius Rufus Mediolano veteranus legionis XV Apollinaris deductus coloniam Claudiam Savariensium annorum LXXV hic situs est et Naeviae Lucidae coniugi suae titulum fieri iussit Lucius Naevius Silvanus libertus faciendum curavit locus monumenti quoquo versus pedes XX,epitaph,31,100,Mediolano*,Mediolanum,FALSE,138458,Mediolanum,uncertain (another good variant exists),,,https://pleiades.stoa.org/places/138459,POINT (-0.633389 45.744175),"Ondód, Brunnen, sekundär verwendet",Savaria,Torony,POINT (16.543 47.235),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,334,"c(-0.633389, 16.543, 45.744175, 47.235)"
HD009655/1,Flavia Tattunis filia Usaiu Eravisca,NA,Flavia,Usaiu,NA,female,80,NA,NA,NA,NA,HD009655,Flavia Tattunis filia Usaiu Eravisca annorum LXXX hic sita est Quintus Flavius Titucus matri ob pietatem posuit,epitaph,101,170,Eravisca,Eravisca,FALSE,197265,Eravisci,certain,,,nan,POINT (18.5757197082 47.2037665448),"Gorsium, Gebäude IV, Pfeilerfundament, sekundär verwendet",Gorsium,Tác,POINT (18.421 47.0898),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,335,"c(18.5757197082, 18.421, 47.2037665448, 47.0898)"
HD009658/1,M. Aur. Domitianus domo Ancyra,M.,Aurelius*,Domitianus,NA,male,NA,NA,military personnel,NA,NA,HD009658,Dis Manibus Marcus Aurelius Domitianus veteranus legionis II adiutricis domo Ancyra vivos sibi fecit adiutantibus nepotes suos filies filios Gregorio et Laurentio fratres,epitaph,201,250,domo Ancyra,Ancyra,TRUE,619103,Ancyra,certain,,,nan,POINT (32.859333 39.9437925),"Római sánc utca 36, spätantikes Grab Nr. XXII, sekundär verwendet",Ulcisia Castra,Szentendre,POINT (19.0674 47.6663),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,336,"c(32.859333, 19.0674, 39.9437925, 47.6663)"
HD009808/1,L. Flavius L.fil. Palatina Victor Ostia,L.,Flavius,Victor,NA,male,NA,Palatina,military personnel,names of pagan deities,NA,HD009808,Iovi Optimo Maximo et Iunoni Reginae Minervae Matri Patri urbi Romae aeternae ceterisquae diis immortalibus Lucius Flavius Luci filius Palatina Victor Ostia primus pilus legionis XI Claudiae Alexandrianae cum Lucio Flavio Italo filio equite Romano votum solvit,votive inscription,222,235,Ostia,Ostia,TRUE,422995,Ostia,certain,,,nan,POINT (12.287656 41.754855),"Malâk Preslavec, bei",Candidiana,Glavinica,POINT (26.8482 44.0635),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,337,"c(12.287656, 26.8482, 41.754855, 44.0635)"
HD009814/1,Cesus Mestri f. Macedo Apeunenses(!),NA,NA,Cesus,NA,male,70,NA,NA,NA,NA,HD009814,Cesus Mestri filius Macedo Apeunenses vixit annis LXX hic situs est Delus coniux et Bithus filius Cesunis heres bene merito faciendum curaverunt,epitaph,51,150,Macedo Apeunensis,Macedonia Apeunensis,FALSE,981531,Macedonia (Roman province),certain,,,nan,POINT (22.5 42.5),"Čento, \""Kamnik (Kamenik)\"", spätantikes Grab, sekundär verwendet",Scupi,"Skopje, Gazi Baba",POINT (21.5081 42.0122),FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,338,"c(22.5, 21.5081, 42.5, 42.0122)"
HD009856/2,G. Baienius G.f. Claudia [I]anuarius Celeia,C.,Baienius,Ianuarius+,NA,male,NA,Claudia,military personnel,names of pagan deities,NA,HD009856,Iovi Optimo Maximo Depulsori pro salute domini nostri Marci Aureli Severi Alexandri Pii Felicis Augusti Gaius Baienius Gai filius Claudia Ianuarius Celeia primus pilus legionis I Italicae Severianae ex voto posuit dedicatum III Nonas Octobres Albino et Maximo consulibus per Lucium Mantennium Sabinum legatum Augusti pro praetore et Servaeum Cornelianum legatum legionis adiutrix legio prima tirone probato caliga prima cum compare centurione cto Baienium AC VMA felice pot M DOM Romam misisti SA Iovi primus pilus tibi sancto ex voto posuit PO Ianuarius aram,votive inscription,227,NA,Celeia,Celeia,TRUE,197206,Celeia,certain,,,nan,POINT (15.27184 46.219721),"Lager, Westtor, bei",Novae,Svištov,POINT (25.3923 43.6138),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,339,"c(15.27184, 25.3923, 46.219721, 43.6138)"
